,decile,EQ,Social_Search_Impressions,Social_Search_Working_cost,Digital_Impressions,Digital_Working_cost,Print_Impressions.Ads40,Print_Working_Cost.Ads50,OOH_Impressions,OOH_Working_Cost,SOS_pct,Digital_Impressions_pct,CCFOT,Median_Temp,Median_Rainfall,Fuel_Price,Inflation,Trade_Invest,Brand_Equity,Avg_EQ_Price,Any_Promo_pct_ACV,Any_Feat_pct_ACV,Any_Disp_pct_ACV,EQ_Base_Price,Est_ACV_Selling,pct_ACV,Avg_no_of_Items,pct_PromoMarketDollars_Category,RPI_Category,Magazine_Impressions_pct,TV_GRP,Competitor1_RPI,Competitor2_RPI,Competitor3_RPI,Competitor4_RPI,EQ_Category,EQ_Subcategory,pct_PromoMarketDollars_Subcategory,RPI_Subcategory
10,10,969.7149016983575,22336423.32142857,62955.07142857143,6072269.321428572,206805.85714285713,206015.42857142858,89455.85714285714,413401455.03571427,1452324.4285714286,27.464285714285715,23.571428571428573,52.0,56.25,0.5113546428571428,8.719928571428571,0.060890535714285696,4655.035714285715,43.35285714285714,50.45642857142858,8.414678571428572,3.525,2.5136785714285717,1.535142857142857,576831357.0,30.59821428571429,2.582264285714286,0.2563139285714286,40.69164285714287,50.273928571428584,26.395714285714284,106.48535714285715,39.348214285714285,46.00035714285715,71.25035714285714,6793956.821428572,550531.4285714285,0.21853571428571425,40.83428571428573
11,11,387.4438532274286,17886580.42857143,65028.0,7680540.714285715,230980.7142857143,200277.07142857142,92804.14285714286,418403856.35714287,1517737.5714285714,24.214285714285715,23.892857142857142,54.535714285714285,61.392857142857146,0.5912817857142858,8.457499999999998,0.06626539285714286,5492.071428571428,43.171428571428564,50.94142857142857,8.137142857142857,4.036785714285714,1.915964285714286,1.5555714285714288,548565312.75,27.718928571428574,2.5544892857142862,0.20534214285714286,41.65128571428572,51.24357142857143,30.937499999999996,105.96500000000002,39.242857142857154,46.010000000000005,69.7875,6120241.178571428,557626.1428571428,0.2442892857142857,41.22642857142856
12,12,1038.2297684083214,20192009.32142857,56111.17857142857,6355395.0,247828.5357142857,176016.10714285713,94413.42857142857,493961916.5,2065638.607142857,23.892857142857142,23.714285714285715,57.92857142857143,54.607142857142854,0.5348589285714286,8.5775,0.07028742857142856,4658.75,43.14464285714285,51.268214285714286,8.38957142857143,3.586428571428572,2.7505357142857143,1.5868571428571425,649588144.1071428,30.381071428571424,2.584896428571428,0.22460750000000004,40.797964285714286,51.94428571428573,28.181428571428587,105.07535714285714,39.23035714285715,46.152857142857144,71.5507142857143,5749353.714285715,534054.6071428572,0.23977142857142858,40.81071428571429
13,13,773.9761141721784,21790532.214285713,58420.892857142855,5370937.285714285,205960.2142857143,206766.89285714287,104574.82142857143,466943612.39285713,2037610.5,25.107142857142858,20.25,51.67857142857143,51.5,0.46669821428571423,8.73307142857143,0.07164771428571427,6612.178571428572,43.30821428571428,52.26785714285713,7.475499999999999,3.721071428571429,2.177142857142857,1.563178571428571,593541839.0714285,31.35749999999999,2.5558142857142854,0.19148750000000003,41.70807142857143,48.657857142857154,29.221785714285712,107.04678571428572,37.79857142857144,46.22571428571427,70.92892857142859,7590148.535714285,587166.2142857143,0.20757499999999998,39.986071428571414
14,14,565.9995999001429,20014832.5,66114.67857142857,6677871.714285715,227048.60714285713,194752.85714285713,100573.78571428571,491810714.21428573,2153679.4285714286,17.785714285714285,27.571428571428573,61.607142857142854,51.964285714285715,0.4466449999999999,8.571071428571429,0.06745114285714286,6007.607142857143,43.12999999999999,51.82714285714287,8.04267857142857,3.581428571428572,2.441714285714286,1.5434285714285714,614111428.5357143,28.530714285714286,2.5579821428571425,0.22154071428571426,40.47489285714287,54.20178571428573,25.002857142857145,106.20321428571427,38.10285714285715,46.07107142857143,70.48107142857143,6836078.107142857,528449.6785714285,0.22638571428571425,40.575714285714284
15,15,281.53661535996423,17702209.17857143,67635.28571428571,5825483.392857143,218241.9642857143,212271.42857142858,85441.57142857143,438030861.8214286,1887432.0,25.821428571428573,26.142857142857142,57.82142857142857,51.25,0.47937964285714274,8.759642857142858,0.055212535714285714,5083.821428571428,43.216785714285706,51.42285714285714,8.336357142857144,4.174285714285714,2.0717857142857143,1.5619999999999998,632187015.6428572,31.354999999999997,2.589396428571429,0.206235,40.90682142857143,47.2325,27.728928571428575,104.48678571428572,39.53464285714286,46.5057142857143,69.85749999999997,6322202.178571428,502969.21428571426,0.2047571428571429,39.815
16,16,624.8206706108215,20463395.714285713,67441.35714285714,7218991.607142857,222559.2857142857,222882.0357142857,98036.5,333512565.4285714,1836324.4642857143,27.035714285714285,23.464285714285715,55.607142857142854,50.5,0.5094285714285716,8.512928571428573,0.06048246428571429,4531.035714285715,43.09892857142857,52.25821428571429,8.290107142857142,3.5371428571428565,2.4990714285714284,1.5424285714285717,572776836.7142857,29.457142857142856,2.5897928571428572,0.2317342857142857,40.57096428571429,51.35857142857143,29.26642857142857,106.30571428571429,37.673571428571435,46.258571428571436,68.69892857142857,7266468.642857143,587860.0714285715,0.20813571428571426,39.57357142857143
17,17,705.8904145170716,19591892.714285713,58933.392857142855,5593904.178571428,253405.2142857143,200046.10714285713,92182.32142857143,431891929.35714287,1955161.3214285714,22.464285714285715,34.035714285714285,54.892857142857146,54.857142857142854,0.4405053571428571,8.4015,0.07540735714285715,5414.285714285715,43.16357142857142,51.557142857142864,7.192250000000001,4.236071428571429,2.389178571428572,1.5655,607046921.3928572,30.947142857142854,2.5750535714285716,0.21001642857142858,40.11149999999999,54.95285714285715,26.926071428571426,107.74178571428573,37.02214285714286,46.74392857142856,69.20321428571428,7676553.107142857,558625.0,0.19685714285714284,39.784642857142856
18,18,521.0527340597499,17381154.14285714,66303.53571428571,6372035.75,245814.4642857143,192714.39285714287,105355.10714285714,431001600.9285714,2057485.607142857,21.785714285714285,25.75,58.17857142857143,53.535714285714285,0.5447614285714285,8.438857142857144,0.05801850000000001,5674.142857142857,43.29678571428571,50.98714285714287,8.68542857142857,4.060357142857144,2.1334642857142856,1.5659999999999996,532552612.5,32.77178571428572,2.582446428571429,0.20959678571428572,40.59575000000001,47.804285714285705,27.79178571428572,108.04535714285714,39.158214285714294,45.96321428571428,71.40392857142858,6112223.678571428,588890.6428571428,0.22115357142857148,39.21607142857143
19,19,492.40555571039283,20828558.5,59394.42857142857,6375330.428571428,216255.64285714287,187412.64285714287,100905.39285714286,405971888.60714287,1484952.6785714286,25.714285714285715,24.75,61.642857142857146,57.0,0.39196142857142846,8.61457142857143,0.06358675000000001,6524.535714285715,43.2375,50.89535714285716,9.062142857142858,3.8846428571428575,2.8018571428571426,1.531892857142857,628768096.5,27.175357142857145,2.55845,0.22036357142857138,41.39314285714287,49.42535714285714,29.008571428571422,105.02749999999999,38.13285714285714,45.74392857142857,70.60107142857144,6310231.214285715,558618.6071428572,0.23735714285714285,40.28071428571429
20,20,1012.6624485367857,20499119.89285714,62368.607142857145,6913900.892857143,222716.82142857142,207226.85714285713,112917.21428571429,556585930.8571428,1771672.142857143,22.857142857142858,25.714285714285715,67.32142857142857,56.642857142857146,0.567982142857143,8.699642857142855,0.07001100000000002,5042.928571428572,43.29785714285715,53.66928571428573,10.463142857142856,3.827142857142857,2.275892857142858,1.5766071428571429,638740728.1785715,29.96571428571428,2.67085,0.23147964285714293,40.37942857142859,54.46714285714285,29.582857142857144,106.82071428571427,38.98678571428571,47.04428571428571,69.76392857142858,6950612.107142857,525578.7857142857,0.22739999999999996,41.73357142857144
21,21,475.6854959586072,17150800.964285713,57361.96428571428,7060347.821428572,203857.92857142858,188431.82142857142,108612.10714285714,397694710.35714287,1974863.7142857143,28.071428571428573,27.642857142857142,64.28571428571429,52.535714285714285,0.4985342857142857,8.533,0.07159707142857143,5250.178571428572,43.26678571428571,51.133571428571436,7.0733928571428555,3.718928571428571,2.055142857142857,1.5262142857142857,664943483.7142857,31.15464285714285,2.568196428571429,0.21918857142857143,40.37467857142857,49.44250000000001,28.994285714285716,106.94035714285714,38.2025,46.05857142857143,68.74857142857142,7121031.071428572,536189.1785714285,0.21078571428571435,41.50821428571428
22,22,525.3243213078571,20194656.82142857,62210.17857142857,5484371.321428572,213130.10714285713,192700.60714285713,98749.53571428571,432183095.5714286,2013641.107142857,26.5,25.25,52.357142857142854,51.32142857142857,0.53376,8.587535714285714,0.06360789285714287,6295.964285714285,43.058571428571426,50.3217857142857,7.169285714285715,3.648214285714286,2.262857142857144,1.5508214285714286,656702301.8214285,31.058571428571433,2.5074142857142854,0.22271464285714285,39.524642857142844,53.13000000000001,30.113571428571426,107.0357142857143,38.512499999999996,46.30107142857143,70.56428571428572,6205910.0,584510.9642857143,0.20772142857142858,39.873928571428564
23,23,597.2120072716785,19711430.60714286,61593.21428571428,6788365.107142857,177956.92857142858,181570.42857142858,82700.96428571429,428506387.14285713,1925959.75,24.142857142857142,25.357142857142858,55.107142857142854,56.142857142857146,0.5313996428571429,8.739785714285713,0.07272439285714286,5612.642857142857,43.35392857142858,50.54964285714285,7.9782857142857155,3.9332142857142856,2.486321428571429,1.5703571428571426,482163557.78571427,29.98928571428571,2.5241642857142854,0.21058749999999996,40.80396428571429,52.833571428571425,32.17642857142858,107.24857142857141,39.122142857142855,46.26357142857143,70.25785714285713,6644066.071428572,522496.0,0.22547857142857142,39.22857142857142
24,24,889.9451423987857,18177951.07142857,59727.892857142855,6936017.035714285,233188.35714285713,228802.39285714287,83831.5,466566166.28571427,2189973.964285714,27.035714285714285,27.571428571428573,53.67857142857143,52.357142857142854,0.5087882142857142,8.655821428571427,0.067998,6084.964285714285,43.19,52.01928571428572,7.820535714285716,4.174999999999999,2.330535714285715,1.5324642857142856,593432691.25,31.721428571428568,2.5900821428571428,0.2557125,40.97185714285714,49.71142857142858,29.690714285714282,107.71892857142856,38.33035714285713,46.43928571428571,70.66464285714287,6794338.321428572,547783.4285714285,0.2232892857142857,38.794642857142854
25,25,980.8331512724286,23020037.14285714,62983.892857142855,6890873.107142857,251671.0357142857,168389.14285714287,107098.78571428571,459800395.5,1527208.2142857143,24.928571428571427,22.25,54.32142857142857,57.57142857142857,0.5831653571428571,8.531071428571428,0.08000303571428571,5749.035714285715,43.15964285714286,51.416785714285716,9.456857142857142,4.029642857142858,2.13325,1.5316428571428575,558305167.1785715,31.106785714285717,2.5076785714285714,0.1942225,39.59907142857143,49.40999999999999,28.133928571428562,105.97214285714286,38.556428571428576,45.636071428571434,70.53285714285714,7622853.25,551615.25,0.19990714285714287,40.797142857142866
26,26,593.8228264380714,20798355.32142857,69358.53571428571,6909840.5,233554.92857142858,177742.0,93619.14285714286,450410508.71428573,2104251.5,23.607142857142858,21.964285714285715,59.714285714285715,56.285714285714285,0.5397767857142857,8.56039285714286,0.0654242142857143,5492.178571428572,43.09464285714286,50.901428571428575,9.035464285714285,3.978214285714285,2.201071428571429,1.563464285714286,560385340.2857143,26.308928571428574,2.5398999999999994,0.20304285714285714,39.60939285714286,51.641785714285724,29.690357142857142,107.00071428571425,37.76214285714286,46.00392857142857,70.595,7308932.535714285,591893.9642857143,0.22094285714285727,39.61285714285715
27,27,1004.3545285132143,21458887.85714286,68499.42857142857,6751361.357142857,231186.42857142858,173190.32142857142,98952.42857142857,439432499.28571427,2304607.3214285714,25.214285714285715,25.642857142857142,58.035714285714285,52.107142857142854,0.5438160714285714,8.458642857142856,0.07277100000000002,4642.535714285715,43.28357142857143,50.15000000000001,10.005928571428571,3.8367857142857145,1.748464285714286,1.5270714285714286,649801323.6071428,29.957500000000003,2.533878571428571,0.2650457142857142,39.709357142857144,45.22892857142856,29.976785714285715,106.43642857142856,37.99392857142857,47.040000000000006,69.96607142857144,6903379.75,568010.8928571428,0.22769642857142855,40.24321428571428
28,28,739.9344588200003,17830982.82142857,68741.39285714286,7298777.107142857,231641.0357142857,187617.25,103859.78571428571,459226533.21428573,2073345.6785714286,23.321428571428573,21.178571428571427,59.857142857142854,58.392857142857146,0.4827707142857144,8.52592857142857,0.08524560714285714,5202.464285714285,43.38035714285714,51.45428571428572,9.117607142857144,4.088214285714286,2.040964285714286,1.5881785714285712,528049747.0714286,28.47107142857143,2.608325,0.23745571428571427,40.97803571428572,48.47107142857143,29.58071428571429,105.99500000000002,38.41142857142858,46.65107142857143,67.73964285714285,6003533.107142857,518482.78571428574,0.21826428571428574,41.40071428571428
29,29,823.407429597393,21244057.32142857,64215.5,5494987.785714285,185438.60714285713,189709.9642857143,96976.21428571429,492748141.14285713,2176031.714285714,23.928571428571427,21.678571428571427,62.82142857142857,56.535714285714285,0.48106928571428575,8.435357142857141,0.07105625,5258.321428571428,43.23142857142857,51.560714285714276,8.620357142857141,3.5496428571428575,1.9763928571428573,1.5428214285714288,561524417.25,28.78107142857143,2.5218249999999998,0.24257214285714282,39.934464285714284,49.068214285714284,25.053928571428575,106.95678571428573,36.78142857142858,46.626785714285695,70.92714285714287,7089324.321428572,537104.1428571428,0.21696785714285718,39.02285714285715
30,30,1691.3238403958217,18432036.714285713,75193.28571428571,8062545.607142857,206028.07142857142,203742.64285714287,95777.42857142857,365054697.6785714,2190330.0,23.714285714285715,17.928571428571427,61.25,60.285714285714285,0.5801921428571427,8.520642857142857,0.07215174999999999,6018.142857142857,43.02928571428571,49.40035714285714,7.7985357142857135,3.7835714285714297,2.440428571428572,1.5738571428571428,572233414.2857143,29.808214285714286,2.533664285714285,0.2613435714285715,41.28789285714286,45.05392857142858,30.61428571428572,107.01392857142855,38.4375,45.86571428571428,70.93607142857142,7793688.857142857,602399.6428571428,0.22428571428571425,41.063928571428576
31,31,330.06178470192856,22227341.57142857,54957.607142857145,5890173.178571428,266847.96428571426,194156.14285714287,80503.21428571429,491329319.21428573,2004217.357142857,22.678571428571427,21.857142857142858,48.07142857142857,58.5,0.39387071428571424,8.39375,0.061352928571428565,5522.142857142857,43.199642857142855,50.0875,8.130392857142859,3.868928571428571,2.1519285714285714,1.540071428571429,508781584.3214286,30.885357142857146,2.5289428571428574,0.2250417857142857,41.16989285714287,46.191071428571426,26.296785714285715,107.51321428571428,39.254642857142855,45.89214285714285,72.33464285714284,7027473.75,533997.2857142857,0.23086785714285712,40.39428571428572
32,32,329.71374076524995,20042636.785714287,65191.607142857145,6889112.857142857,197029.67857142858,201609.07142857142,106875.39285714286,476048937.89285713,2345814.8571428573,27.357142857142858,27.285714285714285,55.857142857142854,53.535714285714285,0.45353714285714286,8.565714285714288,0.054040464285714296,5368.821428571428,43.30000000000001,52.955714285714286,8.629107142857146,3.5410714285714286,1.9669642857142855,1.554392857142857,556631674.3214285,31.720357142857143,2.6064964285714285,0.19683857142857145,41.43117857142857,50.796428571428585,30.552142857142865,105.63678571428571,38.838928571428575,46.39142857142856,70.61892857142857,7197119.107142857,586235.8928571428,0.22236428571428563,41.99357142857142
33,33,936.8076305862962,19594179.48148148,59719.22222222222,7285413.925925926,238985.03703703705,190658.4814814815,87779.5925925926,513966720.3333333,1796997.4814814816,24.14814814814815,20.62962962962963,55.370370370370374,54.0,0.6172396296296296,8.502814814814817,0.07034225925925927,5324.740740740741,43.169259259259256,50.83703703703704,8.735444444444445,3.9722222222222228,2.1234444444444445,1.544148148148148,631445267.2962962,29.09629629629629,2.5764777777777783,0.19162148148148148,40.723555555555556,52.93851851851852,27.184814814814814,105.34888888888888,38.40703703703703,45.52074074074074,68.76037037037037,6660019.111111111,578471.9629629629,0.21739259259259264,40.53074074074074
34,34,759.2269678615357,18764022.42857143,55106.78571428572,7403728.535714285,187486.0,193637.0357142857,88227.85714285714,464906517.78571427,2057582.7857142857,26.142857142857142,25.821428571428573,50.107142857142854,57.392857142857146,0.5040125,8.35957142857143,0.07111946428571428,4618.928571428572,43.20214285714287,51.617142857142866,9.28535714285714,4.0407142857142855,2.0962142857142863,1.5454642857142855,582623688.9285715,29.287857142857145,2.5419071428571436,0.23035500000000003,40.16725000000001,49.34285714285714,29.684285714285714,106.63571428571431,39.16928571428572,46.37642857142856,70.6442857142857,6135603.714285715,508860.3214285714,0.2347571428571429,38.74178571428571
35,35,659.9175170430002,19940567.0,59509.96428571428,6901808.5,215824.42857142858,199109.4642857143,98878.17857142857,482810100.75,1876306.6785714286,22.5,23.428571428571427,60.642857142857146,55.642857142857146,0.49273035714285723,8.598107142857142,0.06524046428571428,4748.785714285715,43.33821428571429,51.0225,7.203107142857143,4.21,2.3555357142857147,1.5354642857142853,541493050.2142857,29.68285714285714,2.5100928571428573,0.20307678571428575,39.57967857142858,42.816071428571426,29.532500000000002,104.7792857142857,38.403571428571425,46.60000000000001,73.32607142857144,7400684.035714285,510323.46428571426,0.22760714285714284,39.23357142857144
36,36,576.1236964646786,21148688.89285714,71063.60714285714,7150296.821428572,201663.75,215966.60714285713,85815.64285714286,482642511.35714287,2143756.3928571427,25.964285714285715,26.607142857142858,51.714285714285715,54.92857142857143,0.42846857142857137,8.382,0.06921535714285715,5571.142857142857,43.28821428571428,51.32,8.065535714285716,3.9378571428571436,2.517285714285714,1.5214642857142855,655226145.1785715,29.261785714285715,2.5371857142857133,0.20544035714285716,40.1445,51.98464285714285,29.83107142857142,107.35857142857142,39.53321428571429,45.78321428571429,70.59785714285714,5964444.892857143,507598.5,0.20321071428571433,39.955714285714286
37,37,1274.69644544875,17664503.0,65568.14285714286,5357181.892857143,200032.0357142857,210135.39285714287,81191.96428571429,416715901.85714287,1949274.1785714286,27.035714285714285,24.285714285714285,57.785714285714285,52.107142857142854,0.6073932142857144,8.350535714285716,0.07554635714285714,6845.5,43.24892857142857,50.82642857142857,7.3625357142857135,3.933928571428571,2.0987142857142858,1.5407499999999998,590658173.25,28.125714285714285,2.6025821428571425,0.2665146428571428,41.066250000000004,52.036785714285706,26.212142857142858,105.22678571428573,38.370000000000005,46.173571428571435,71.50428571428571,7200464.464285715,531979.75,0.22416428571428573,38.27964285714285
38,38,280.28746399582144,19079223.07142857,63477.96428571428,7301245.357142857,218568.5,224310.0,100503.92857142857,500443815.1785714,1891973.75,25.75,26.178571428571427,58.67857142857143,56.035714285714285,0.41091178571428566,8.42917857142857,0.07487228571428572,5488.821428571428,43.14107142857143,49.995357142857145,9.023392857142856,3.865000000000001,2.097785714285714,1.5363214285714284,557984140.6785715,29.301071428571426,2.564578571428572,0.20920214285714286,40.96625,47.41214285714286,32.20392857142858,107.46785714285716,40.40428571428571,46.27464285714286,69.4407142857143,5916252.678571428,520765.1785714286,0.20957142857142855,40.910000000000004
39,39,588.9503292617501,17266147.82142857,70332.92857142857,6285226.25,182174.7857142857,206361.10714285713,94147.53571428571,351498035.64285713,1913952.25,30.107142857142858,25.464285714285715,49.464285714285715,58.17857142857143,0.5123064285714285,8.463499999999998,0.07161003571428573,5752.678571428572,43.029999999999994,49.90571428571429,8.647107142857145,4.079285714285715,1.9162857142857141,1.5326071428571428,515003350.60714287,30.203571428571433,2.5531571428571427,0.2560221428571428,40.41224999999999,50.365,29.774642857142855,103.05107142857142,38.214999999999996,46.60607142857143,68.75107142857142,6204373.642857143,562032.6785714285,0.20781071428571435,39.78357142857142
40,40,463.85304648903565,18934978.60714286,60520.07142857143,5919839.678571428,211249.10714285713,199086.7142857143,98886.67857142857,501181116.6785714,1956199.892857143,25.464285714285715,27.142857142857142,55.714285714285715,60.214285714285715,0.45910821428571424,8.883357142857143,0.06882064285714286,5446.321428571428,43.09464285714285,52.14821428571429,9.171964285714285,3.796071428571429,2.1470000000000002,1.5222499999999997,560934500.5,29.541785714285716,2.542753571428572,0.18182714285714288,41.08589285714286,49.95464285714286,29.54285714285714,107.52714285714286,38.78499999999999,46.36035714285715,68.78678571428574,8013889.5,505812.6785714286,0.2541178571428572,40.0675
41,41,354.93442038107145,20006550.75,59781.25,7919730.428571428,201498.89285714287,202203.0357142857,98835.46428571429,449561293.3214286,2178926.9285714286,23.0,25.928571428571427,53.17857142857143,58.607142857142854,0.5251817857142858,8.410392857142858,0.06608235714285715,5193.5,43.364285714285714,53.840357142857144,8.756357142857144,3.8521428571428573,1.890464285714286,1.5606071428571424,553817745.3928572,29.45321428571429,2.575782142857143,0.22510214285714278,39.80296428571429,52.14,27.92285714285714,105.40392857142857,38.88178571428572,46.17500000000001,71.73642857142856,6463908.0,522670.10714285716,0.21138571428571423,40.309285714285714
42,42,434.88018733107157,17353520.285714287,58623.96428571428,7672091.5,247966.89285714287,205218.14285714287,94466.57142857143,400620651.75,2137421.4285714286,29.607142857142858,28.214285714285715,53.92857142857143,53.42857142857143,0.5231492857142858,8.513571428571428,0.074213,5961.571428571428,43.37285714285714,51.777142857142856,9.935357142857143,4.221071428571428,2.2142500000000003,1.5329642857142858,538869831.1785715,30.206428571428575,2.602214285714286,0.23965892857142865,40.63117857142856,52.88000000000001,27.86142857142857,107.09678571428572,39.661071428571425,45.93642857142856,72.82178571428571,6993097.107142857,553415.25,0.22737500000000002,40.846428571428575
